ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
535	7,1,0,0	13,5,11,2	1,1,0,1	3,2,3,12	60	39
536	14,3,4,4	0,0,0,0	7,1,11,16	0,2,0,3	83	39
537	0,0,2,0	10,4,4,0	4,0,0,0	4,10,4,8	64	39
538	11,2,4,10	4,0,0,0	5,0,5,5	0,0,0,0	111	39
539	11,5,4,9	4,0,0,0	5,2,5,5	6,5,3,3	111	39
544	126,82,94,61	0,5,0,0	52,70,42,61	9,4,9,1	57	39
547	0,6,16,3	0,0,0,0	1,6,1,8	1,0,0,0	86	39
551	118,69,37,38	53,39,31,10	71,42,46,67	10,33,26,26	55	39
556	18,14,8,11	1,0,0,0	21,13,13,20	0,0,0,0	55	39
559	0,0,0,0	0,3,7,12	3,1,0,0	3,11,9,6	42	39
560	3,0,0,0	13,3,2,11	1,2,0,0	4,5,6,0	42	39
564	30,5,9,0	4,0,4,0	9,9,10,7	2,0,6,0	42	39
566	3,1,12,2	14,13,8,15	0,2,0,3	2,2,1,9	42	39
567	0,0,0,0	56,34,70,52	0,6,0,3	38,41,36,43	59	39
568	13,0,27,17	0,0,0,0	10,6,6,9	5,0,0,3	42	39
573	707,472,650,352	5,0,1,0	488,436,384,497	5,5,2,0	111	39
575	178,44,185,57	2,8,13,4	153,125,41,99	5,2,0,3	129	39
577	0,7,0,0	5,1,2,4	0,0,0,0	4,12,0,4	72	39
578	0,7,0,0	5,1,2,4	0,0,0,0	4,12,0,4	67	39
580	0,8,0,0	3,2,0,0	8,0,0,0	0,0,1,0	86	39
581	0,8,0,0	3,2,0,0	8,0,0,0	0,0,1,0	79	39
582	54,42,26,21	0,0,5,0	26,31,11,31	1,0,0,5	132	39
585	1,0,7,0	12,5,8,19	1,4,1,0	12,5,11,18	55	39
593	2,0,0,0	7,6,20,4	2,11,0,0	0,13,3,2	130	39
596	7,0,2,0	34,24,60,36	0,2,3,0	28,22,25,31	94	39
597	86,56,106,76	0,0,0,0	46,65,28,47	0,0,3,0	53	39
599	71,33,77,77	4,7,17,5	53,62,35,49	2,7,2,6	42	39
603	13,2,3,0	17,20,28,4	2,5,0,8	17,4,10,12	155	39
